flag,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
N,U,1. HS,68325,4upto45,N,D,,N,Blue Collar,1Low,Owner,South,3,D
Y,F,3. Bach,246558,6upto65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,1,B
N,M,2. Some College,155325,2upto25,Y,C,,U,Sales/Service,1Low,Owner,South,3,E
Y,M,4. Grad,746650,1_Unk,N,B,Married,Y,Professional,1Low,Owner,Midwest,4,G
N,U,1. HS,446246,1_Unk,Y,G,Married,U,Professional,1Low,Renter,West,9,D
N,M,,615850,2upto25,Y,C,,Y,Sales/Service,3High,Owner,Northeast,2,G
Y,M,3. Bach,429628,7above65,Y,C,,N,Retired,2Med,Owner,West,3,F
N,M,0. lessHS,221171,4upto45,Y,C,Married,Y,Sales/Service,1Low,Owner,South,2,H
Y,F,4. Grad,466389,6upto65,Y,B,,N,Professional,3High,Owner,South,1,K
Y,M,4. Grad,215820,5upto55,Y,C,Married,Y,Professional,2Med,Owner,Midwest,1,H
Y,F,2. Some College,302057,1_Unk,N,C,,Y,Professional,1Low,Renter,South,1,F
Y,M,1. HS,173964,6upto65,Y,I,Single,N,Blue Collar,1Low,Owner,Northeast,3,B
N,F,2. Some College,199753,2upto25,Y,E,Married,U,Blue Collar,1Low,Owner,South,3,E
N,M,3. Bach,171383,7above65,N,D,Married,N,Professional,1Low,Owner,South,5,F
N,M,2. Some College,186499,7above65,Y,D,,N,Retired,1Low,Owner,South,5,A
Y,F,0. lessHS,311846,3upto35,Y,E,Married,U,Blue Collar,1Low,Owner,South,3,G
N,M,1. HS,322356,5upto55,Y,B,Married,N,Blue Collar,1Low,Owner,Midwest,3,F
Y,F,2. Some College,185866,4upto45,Y,F,Married,Y,Others,1Low,Owner,South,3,E
Y,F,2. Some College,0,5upto55,Y,F,Single,Y,Sales/Service,1Low,,Midwest,8,G
N,F,4. Grad,195671,4upto45,Y,F,,Y,Professional,1Low,Renter,Midwest,3,E
Y,M,2. Some College,313396,6upto65,Y,B,Married,Y,Professional,3High,Owner,West,6,H
N,M,0. lessHS,0,1_Unk,N,G,Single,Y,Blue Collar,1Low,Renter,Midwest,9,C
N,F,1. HS,220064,6upto65,Y,G,Married,Y,Sales/Service,1Low,Renter,South,8,C
Y,M,3. Bach,0,4upto45,Y,C,Married,U,Others,1Low,,Midwest,3,D
N,M,2. Some College,0,2upto25,Y,B,,N,Sales/Service,1Low,Owner,Northeast,3,F
Y,M,0. lessHS,15597,2upto25,N,F,Married,Y,Others,1Low,Renter,Midwest,6,F
N,M,1. HS,202936,6upto65,N,J,,N,Sales/Service,1Low,Owner,South,2,E
N,F,1. HS,88562,7above65,Y,F,,Y,Sales/Service,1Low,Owner,Northeast,2,D
Y,U,3. Bach,0,3upto35,Y,B,Single,N,Professional,1Low,Renter,Northeast,4,E
Y,M,4. Grad,361553,6upto65,N,B,Married,N,Professional,2Med,Owner,Northeast,4,F
N,F,4. Grad,142016,6upto65,Y,I,Married,N,Professional,1Low,Owner,Northeast,5,E
Y,F,1. HS,233340,4upto45,Y,C,Married,Y,Sales/Service,2Med,Owner,South,6,F
N,U,1. HS,262438,1_Unk,N,E,Married,U,Blue Collar,1Low,Renter,South,4,E
N,F,2. Some College,210895,4upto45,Y,E,Married,Y,Professional,1Low,Owner,South,4,E
Y,F,4. Grad,0,7above65,Y,B,,N,Retired,1Low,,Northeast,1,H
N,F,1. HS,0,3upto35,Y,J,,N,Professional,1Low,Renter,West,8,E
N,F,1. HS,122298,6upto65,N,J,,N,Retired,1Low,Owner,Midwest,5,D
Y,M,2. Some College,641628,5upto55,Y,C,Married,Y,Sales/Service,3High,Owner,South,1,J
N,F,1. HS,120074,4upto45,N,E,Married,Y,Sales/Service,1Low,Owner,South,5,E
N,F,0. lessHS,5366298,1_Unk,Y,B,Married,U,Sales/Service,1Low,Owner,Northeast,4,L
N,F,1. HS,0,7above65,Y,I,Married,Y,Sales/Service,1Low,Renter,South,8,E
N,M,1. HS,0,1_Unk,N,H,,N,Sales/Service,1Low,Renter,South,3,E
N,F,1. HS,132333,4upto45,Y,J,Married,Y,Blue Collar,1Low,Owner,South,5,E
N,M,,380800,2upto25,N,G,Married,Y,Blue Collar,1Low,Renter,West,9,D
Y,F,2. Some College,436882,6upto65,Y,B,Married,N,Sales/Service,1Low,Owner,South,5,F
N,F,3. Bach,129230,6upto65,Y,J,,Y,Sales/Service,1Low,Owner,Midwest,2,E
N,M,2. Some College,190205,6upto65,N,G,,N,Retired,1Low,Renter,West,8,C
Y,F,2. Some College,621398,4upto45,Y,C,,Y,Professional,3High,Owner,West,1,F
N,F,3. Bach,204767,3upto35,Y,C,,N,Professional,1Low,Owner,Midwest,4,I
N,F,1. HS,137785,7above65,Y,I,,Y,Retired,1Low,Owner,South,5,D
N,F,1. HS,347274,7above65,Y,E,Married,Y,Retired,3High,Owner,West,4,F
Y,F,3. Bach,134895,5upto55,Y,F,Single,Y,Sales/Service,1Low,Renter,Midwest,2,C
Y,F,3. Bach,268924,1_Unk,N,B,Married,Y,Sales/Service,1Low,Owner,West,5,H
Y,F,4. Grad,0,3upto35,N,A,Single,U,Professional,1Low,,South,2,J
Y,M,2. Some College,156469,2upto25,Y,F,Single,U,Blue Collar,1Low,Owner,West,3,D
Y,M,,494424,1_Unk,N,A,,Y,Others,1Low,,West,3,A
N,M,2. Some College,172307,3upto35,Y,B,,Y,Blue Collar,1Low,Owner,South,3,F
N,M,1. HS,0,1_Unk,Y,E,Single,U,Blue Collar,1Low,Renter,Midwest,9,D
Y,F,4. Grad,268214,5upto55,Y,C,Married,Y,Others,2Med,Owner,West,3,H
Y,M,1. HS,158050,6upto65,Y,H,Married,N,Sales/Service,1Low,Owner,West,6,E
Y,M,2. Some College,359700,3upto35,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,L
N,M,3. Bach,113905,7above65,Y,I,Single,N,Retired,1Low,Owner,Midwest,3,D
N,F,0. lessHS,0,7above65,N,I,,N,Retired,1Low,Renter,West,2,A
N,F,1. HS,196472,1_Unk,Y,C,Married,Y,Sales/Service,2Med,Owner,Midwest,3,F
Y,F,2. Some College,156327,5upto55,N,E,Married,U,Blue Collar,1Low,Owner,South,3,E
Y,F,4. Grad,1042623,3upto35,N,A,Single,Y,Professional,1Low,Renter,Rest,2,B
Y,M,0. lessHS,210043,6upto65,Y,I,Married,N,Professional,2Med,Owner,South,5,A
N,M,2. Some College,101808,5upto55,Y,J,Married,N,Blue Collar,1Low,Renter,South,7,D
Y,M,4. Grad,277732,4upto45,N,E,Married,U,Professional,2Med,Owner,Northeast,7,F
Y,M,2. Some College,160775,2upto25,Y,C,Single,N,Sales/Service,1Low,Owner,South,2,G
Y,M,2. Some College,310780,3upto35,N,B,,U,Professional,1Low,Owner,South,7,F
Y,M,3. Bach,265218,5upto55,Y,E,Married,Y,Professional,3High,Owner,South,4,F
Y,M,2. Some College,499002,5upto55,Y,E,Married,U,Professional,3High,Owner,West,2,I
N,M,2. Some College,990875,2upto25,Y,B,,U,Professional,2Med,Owner,Northeast,1,J
N,M,2. Some College,0,2upto25,Y,J,Married,Y,Blue Collar,1Low,Owner,South,8,E
Y,M,1. HS,66272,6upto65,Y,J,Married,Y,Blue Collar,1Low,Owner,South,8,C
Y,M,1. HS,259812,4upto45,Y,B,,Y,Professional,1Low,Owner,Northeast,2,G
Y,F,2. Some College,335786,3upto35,Y,C,Married,Y,Professional,3High,Owner,South,2,G
Y,M,4. Grad,346783,5upto55,Y,C,Married,Y,Professional,3High,Owner,South,2,I
Y,M,2. Some College,160393,5upto55,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,1,G
Y,M,4. Grad,0,7above65,Y,J,,Y,Retired,1Low,Owner,Midwest,1,E
N,F,1. HS,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,Midwest,9,D
Y,M,1. HS,0,7above65,N,D,Married,N,Retired,1Low,Owner,South,8,G
Y,F,0. lessHS,293642,1_Unk,N,B,,N,Others,2Med,Owner,South,1,H
Y,M,3. Bach,65440,5upto55,Y,J,Married,Y,Others,1Low,Owner,South,4,F
Y,M,3. Bach,202736,4upto45,Y,C,Married,Y,Sales/Service,2Med,Owner,South,1,A
Y,M,4. Grad,570059,3upto35,Y,E,,U,Professional,2Med,Owner,South,1,F
Y,F,3. Bach,150485,4upto45,Y,E,Single,Y,Professional,1Low,Owner,South,3,I
Y,M,4. Grad,769997,6upto65,N,C,Married,N,Professional,1Low,Owner,South,1,H
Y,M,2. Some College,106820,4upto45,N,E,Married,Y,Farm,1Low,Owner,South,4,E
N,M,2. Some College,0,1_Unk,Y,E,Single,Y,Sales/Service,1Low,Renter,South,7,E
N,M,1. HS,0,1_Unk,N,A,,U,Blue Collar,1Low,,Midwest,8,B
Y,M,2. Some College,179544,4upto45,N,C,Married,U,Professional,1Low,Owner,West,5,F
N,F,3. Bach,214969,6upto65,N,E,,N,Retired,1Low,Owner,Northeast,5,E
N,F,2. Some College,180678,2upto25,Y,C,,Y,Sales/Service,1Low,Owner,Midwest,5,F
Y,M,,206467,1_Unk,Y,D,,N,Others,1Low,Owner,West,5,A
Y,M,3. Bach,1723508,5upto55,Y,C,Married,Y,Professional,3High,Owner,West,1,K
Y,M,0. lessHS,223668,1_Unk,N,F,Married,U,Blue Collar,1Low,Owner,South,4,D
Y,M,4. Grad,353160,5upto55,Y,C,Married,Y,Professional,1Low,Owner,South,1,J
N,M,2. Some College,137623,7above65,Y,B,Married,N,Retired,1Low,Owner,Midwest,3,E
N,M,0. lessHS,105512,1_Unk,Y,I,Single,Y,Blue Collar,1Low,Renter,South,8,I
Y,M,4. Grad,0,4upto45,Y,A,Single,N,Sales/Service,1Low,,South,2,I
Y,F,1. HS,634216,5upto55,N,B,Married,U,Professional,1Low,Owner,Northeast,6,F
N,M,1. HS,0,1_Unk,N,E,Married,Y,Blue Collar,1Low,,South,9,F
N,M,4. Grad,366926,6upto65,N,B,Married,U,Professional,1Low,Owner,Northeast,1,I
N,M,2. Some College,243887,4upto45,N,B,,Y,Blue Collar,1Low,Owner,South,2,F
Y,M,4. Grad,307903,3upto35,Y,B,,Y,Sales/Service,1Low,Owner,South,2,F
N,F,4. Grad,627382,5upto55,Y,C,Married,Y,Retired,1Low,Owner,Northeast,1,L
Y,M,3. Bach,0,4upto45,Y,A,Single,U,Professional,1Low,Renter,West,3,G
Y,M,3. Bach,1778553,1_Unk,Y,A,Married,U,Professional,1Low,,South,5,E
N,F,1. HS,107026,6upto65,N,J,Married,Y,Professional,1Low,,Midwest,2,E
N,M,3. Bach,0,1_Unk,Y,C,,Y,Farm,1Low,Owner,South,3,E
N,M,,0,6upto65,N,G,Single,Y,Professional,1Low,Renter,South,8,A
Y,F,1. HS,125568,5upto55,Y,E,Married,Y,Sales/Service,2Med,Owner,Northeast,6,C
Y,M,3. Bach,451390,6upto65,Y,C,Married,Y,Sales/Service,2Med,Owner,West,1,J
N,M,3. Bach,336973,5upto55,N,C,Married,Y,Professional,1Low,Owner,Midwest,1,H
N,F,3. Bach,452033,1_Unk,Y,C,,Y,Sales/Service,3High,Owner,West,6,H
Y,M,3. Bach,629416,4upto45,Y,C,Married,Y,Professional,3High,Owner,South,1,H
N,F,4. Grad,491808,6upto65,Y,E,,Y,Professional,2Med,Owner,Northeast,1,I
Y,F,3. Bach,310241,4upto45,Y,C,,Y,Blue Collar,1Low,Owner,South,3,J
Y,M,2. Some College,182927,4upto45,Y,E,Single,Y,Blue Collar,1Low,Owner,Midwest,2,F
Y,M,1. HS,117720,5upto55,Y,F,Married,Y,Sales/Service,1Low,Owner,Northeast,1,G
N,F,2. Some College,812268,2upto25,Y,C,,Y,Professional,3High,Owner,West,1,L
Y,F,3. Bach,0,7above65,Y,D,Married,N,Retired,1Low,,South,2,D
N,M,3. Bach,108373,1_Unk,Y,A,,U,Blue Collar,1Low,Owner,Midwest,7,E
N,F,0. lessHS,388476,1_Unk,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,2,F
Y,F,2. Some College,0,1_Unk,Y,G,Single,U,Professional,1Low,Renter,South,9,D
Y,F,2. Some College,789705,6upto65,Y,B,Married,Y,Professional,3High,Owner,South,1,L
N,M,2. Some College,52277,2upto25,N,F,Single,U,Blue Collar,1Low,Owner,South,4,A
Y,F,0. lessHS,257600,6upto65,Y,B,Married,N,Sales/Service,1Low,,Midwest,6,G
Y,M,2. Some College,272609,6upto65,Y,E,Married,N,Sales/Service,2Med,Owner,West,3,G
Y,M,3. Bach,346957,5upto55,Y,C,Married,U,Professional,2Med,Owner,Midwest,3,G
N,M,2. Some College,0,1_Unk,N,I,Married,Y,Blue Collar,1Low,Renter,South,9,E
Y,U,4. Grad,255300,1_Unk,N,C,,Y,Sales/Service,1Low,Owner,South,1,F
Y,M,4. Grad,1101990,5upto55,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,J
Y,M,4. Grad,5817297,4upto45,Y,B,Married,Y,Professional,1Low,Owner,West,1,I
N,F,2. Some College,552630,1_Unk,N,C,,Y,Professional,1Low,Owner,West,2,D
Y,M,3. Bach,0,5upto55,N,I,Married,Y,Professional,1Low,,Northeast,2,D
N,M,2. Some College,0,5upto55,Y,E,Married,Y,Blue Collar,1Low,Renter,West,7,D
Y,M,0. lessHS,39567,3upto35,N,I,Single,U,Professional,1Low,Owner,Midwest,5,C
Y,M,3. Bach,253425,5upto55,Y,B,Married,Y,Professional,2Med,Owner,South,2,F
Y,M,4. Grad,574980,6upto65,Y,B,,N,Sales/Service,1Low,Owner,South,1,H
N,F,1. HS,82840,5upto55,Y,E,,U,Blue Collar,1Low,Owner,Northeast,4,E
N,F,2. Some College,456655,2upto25,N,B,,N,Sales/Service,2Med,Owner,Northeast,3,F
N,F,1. HS,218032,7above65,Y,B,,N,Retired,1Low,Owner,Northeast,2,F
Y,M,3. Bach,125088,7above65,Y,F,,Y,Retired,1Low,Owner,Midwest,5,E
Y,M,1. HS,457800,5upto55,Y,B,Married,Y,Others,3High,Owner,West,1,H
N,M,3. Bach,993798,1_Unk,Y,C,,Y,Retired,3High,Owner,South,1,G
Y,F,1. HS,446954,6upto65,Y,B,Married,N,Professional,1Low,Owner,Northeast,1,H
Y,M,4. Grad,354468,6upto65,Y,I,Single,N,Retired,2Med,Owner,Midwest,1,D
N,U,4. Grad,159706,1_Unk,N,C,Married,Y,Sales/Service,1Low,,South,6,E
N,F,4. Grad,784800,3upto35,Y,B,Married,Y,Sales/Service,1Low,Renter,Northeast,1,J
N,F,4. Grad,0,3upto35,Y,J,,Y,Professional,1Low,Owner,South,1,E
Y,M,1. HS,561408,4upto45,Y,C,Married,Y,Professional,3High,Owner,South,1,K
N,M,1. HS,0,3upto35,Y,F,,N,Blue Collar,1Low,,South,3,D
Y,M,3. Bach,212379,6upto65,Y,B,Married,N,Sales/Service,2Med,Owner,West,5,J
Y,M,1. HS,249904,5upto55,Y,B,Married,U,Blue Collar,3High,Owner,Midwest,2,K
Y,F,2. Some College,277644,4upto45,Y,C,,Y,Professional,2Med,Owner,South,1,G
Y,M,4. Grad,173476,5upto55,Y,B,Married,U,Sales/Service,1Low,Owner,Midwest,3,E
N,F,3. Bach,82572,7above65,N,I,Married,N,Professional,1Low,Owner,South,3,D
Y,M,2. Some College,0,5upto55,N,C,Married,U,Professional,1Low,Owner,Rest,1,G
N,M,1. HS,0,3upto35,Y,A,Single,U,Blue Collar,1Low,Renter,West,3,B
N,F,2. Some College,261927,4upto45,Y,E,Single,Y,Sales/Service,1Low,Owner,West,3,D
N,F,1. HS,28383,5upto55,Y,J,,Y,Professional,1Low,Owner,Northeast,2,F
Y,M,2. Some College,201333,1_Unk,N,E,Married,Y,Sales/Service,1Low,,South,7,F
N,F,3. Bach,219526,2upto25,N,G,,Y,Sales/Service,1Low,Renter,Midwest,4,G
Y,M,2. Some College,405916,2upto25,N,B,,U,Blue Collar,3High,Owner,Northeast,2,F
Y,M,3. Bach,164862,4upto45,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,L
N,F,1. HS,359640,6upto65,N,B,Married,N,Sales/Service,1Low,Owner,South,5,C
Y,M,2. Some College,227919,3upto35,Y,A,,U,Professional,2Med,Owner,Northeast,1,G
Y,M,2. Some College,920559,6upto65,Y,B,Married,N,Retired,3High,Owner,West,1,K
Y,M,3. Bach,0,1_Unk,N,E,Married,U,Blue Collar,1Low,Renter,South,9,D
Y,M,3. Bach,0,5upto55,Y,H,Married,Y,Blue Collar,1Low,Owner,West,5,E
Y,F,4. Grad,783553,1_Unk,Y,B,Married,Y,Professional,3High,Owner,South,1,H
Y,M,3. Bach,1087122,3upto35,Y,B,,N,Professional,1Low,Owner,South,1,B
N,F,2. Some College,0,2upto25,N,E,Single,Y,Sales/Service,1Low,Renter,Midwest,9,D
Y,M,3. Bach,284762,5upto55,Y,F,Married,Y,Sales/Service,1Low,Owner,Northeast,1,F
N,M,1. HS,662959,1_Unk,N,D,Married,Y,Blue Collar,3High,Owner,Rest,7,G
N,F,,141264,2upto25,Y,F,,Y,Sales/Service,1Low,Owner,South,2,D
Y,F,2. Some College,127857,4upto45,N,E,Married,U,Professional,1Low,Owner,Midwest,1,E
Y,M,,222796,1_Unk,Y,C,,Y,Others,2Med,Owner,South,2,E
N,M,3. Bach,203131,3upto35,Y,C,Married,Y,Professional,2Med,Owner,Midwest,2,J
Y,M,1. HS,187131,4upto45,N,E,Single,Y,Blue Collar,2Med,Owner,South,7,C
Y,M,0. lessHS,0,6upto65,Y,E,,N,Blue Collar,1Low,,Midwest,4,D
N,F,1. HS,110526,1_Unk,Y,G,Single,N,Sales/Service,1Low,Renter,South,9,C
Y,M,4. Grad,0,3upto35,N,A,Single,U,Sales/Service,1Low,,Northeast,5,E
Y,U,4. Grad,0,1_Unk,N,G,Single,N,Professional,1Low,,Midwest,8,C
N,M,3. Bach,932767,2upto25,Y,B,,N,Others,3High,Owner,West,1,I
Y,M,3. Bach,292468,3upto35,Y,E,Married,U,Professional,1Low,Owner,Northeast,2,G
N,M,1. HS,0,6upto65,N,H,,N,Sales/Service,1Low,Owner,South,8,B
Y,M,4. Grad,682950,6upto65,N,B,Married,N,Professional,1Low,Renter,Northeast,2,J
Y,F,,138750,1_Unk,Y,E,,U,Others,1Low,Owner,Northeast,4,B
N,F,1. HS,61803,6upto65,N,F,,Y,Retired,1Low,Owner,South,4,A
Y,M,2. Some College,144970,2upto25,Y,E,Single,N,Blue Collar,1Low,Owner,West,3,D
Y,M,2. Some College,374284,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,5,F
N,M,3. Bach,0,7above65,Y,D,Married,N,Retired,1Low,,Midwest,5,G
Y,M,3. Bach,0,5upto55,Y,G,Single,N,Professional,1Low,Renter,Northeast,9,A
N,F,1. HS,318410,4upto45,Y,E,,U,Blue Collar,2Med,Owner,Midwest,8,F
Y,M,2. Some College,213422,6upto65,Y,F,Married,Y,Professional,1Low,Owner,West,2,A
Y,M,0. lessHS,84464,7above65,N,G,,N,Retired,1Low,Owner,South,4,B
Y,F,3. Bach,443081,3upto35,Y,C,Married,Y,Professional,3High,Owner,West,1,I
N,M,1. HS,317255,5upto55,N,F,Married,Y,Sales/Service,1Low,Owner,Northeast,2,D
N,M,1. HS,0,6upto65,Y,G,Married,U,Sales/Service,1Low,Renter,West,7,G
Y,M,1. HS,360200,5upto55,N,B,Married,N,Blue Collar,1Low,Owner,South,2,F
N,M,1. HS,177919,6upto65,Y,J,Married,Y,Blue Collar,1Low,Owner,Northeast,4,E
N,F,1. HS,68175,1_Unk,Y,J,,N,Others,1Low,Renter,South,4,D
N,U,2. Some College,0,1_Unk,N,F,,U,Sales/Service,1Low,,Northeast,8,E
Y,M,3. Bach,467490,5upto55,Y,C,Married,Y,Professional,3High,Owner,West,2,K
Y,M,3. Bach,415520,6upto65,Y,C,Married,U,Professional,1Low,Owner,South,1,F
N,M,2. Some College,359956,4upto45,Y,D,,U,Professional,1Low,Owner,South,1,D
Y,M,3. Bach,390438,6upto65,Y,E,,Y,Sales/Service,1Low,Owner,Northeast,2,E
N,F,1. HS,473234,6upto65,N,B,Married,N,Sales/Service,1Low,Owner,West,5,E
Y,F,1. HS,200470,1_Unk,N,E,Married,Y,Professional,1Low,Renter,South,5,D
N,F,0. lessHS,0,4upto45,N,G,Single,Y,Sales/Service,1Low,Renter,West,8,G
N,F,1. HS,107520,1_Unk,Y,F,,U,Sales/Service,1Low,,South,8,D
Y,F,2. Some College,511918,2upto25,Y,E,,Y,Sales/Service,3High,Owner,West,3,H
Y,M,3. Bach,281360,4upto45,N,B,Married,Y,Blue Collar,2Med,Owner,South,1,H
N,F,2. Some College,190859,2upto25,Y,H,,N,Professional,2Med,Owner,South,2,F
N,M,0. lessHS,19816,5upto55,N,G,Married,Y,Blue Collar,1Low,Owner,South,6,D
N,M,1. HS,287825,2upto25,N,B,,U,Professional,2Med,Owner,Midwest,2,H
N,F,1. HS,98404,1_Unk,Y,J,,Y,Sales/Service,1Low,,South,4,F
N,M,1. HS,0,2upto25,N,F,Married,U,Sales/Service,1Low,Renter,Midwest,9,C
N,F,3. Bach,89600,5upto55,Y,F,,Y,Sales/Service,1Low,,Midwest,8,D
Y,M,2. Some College,465430,4upto45,Y,C,,Y,Sales/Service,1Low,Owner,South,6,H
N,M,3. Bach,244661,3upto35,Y,C,,N,Professional,1Low,Owner,Midwest,2,E
N,M,1. HS,88682,7above65,Y,D,Married,N,Retired,1Low,Owner,South,7,B
Y,F,2. Some College,0,4upto45,Y,E,,Y,Sales/Service,1Low,Renter,Northeast,4,L
N,F,1. HS,0,7above65,N,D,,N,Retired,1Low,Owner,West,3,C
Y,F,0. lessHS,0,5upto55,N,E,Married,U,Sales/Service,1Low,Owner,Midwest,2,E
N,F,1. HS,0,1_Unk,N,J,Married,U,Sales/Service,1Low,Owner,West,8,B
Y,M,3. Bach,270829,6upto65,N,B,Married,U,Professional,2Med,Owner,South,1,K
Y,M,3. Bach,444638,5upto55,Y,C,Married,Y,Sales/Service,3High,Owner,Midwest,1,J
Y,M,3. Bach,761910,4upto45,Y,B,Married,Y,Professional,3High,Owner,West,1,I
N,M,2. Some College,0,3upto35,Y,G,Single,N,Blue Collar,1Low,Renter,South,9,A
Y,F,2. Some College,173734,2upto25,Y,E,,Y,Blue Collar,2Med,Owner,South,7,C
Y,M,3. Bach,898596,7above65,Y,B,Married,N,Professional,1Low,Owner,South,1,K
Y,M,4. Grad,3070399,3upto35,Y,B,,N,Professional,1Low,Owner,South,1,L
Y,F,3. Bach,227973,7above65,Y,I,,N,Retired,1Low,Owner,West,4,E
Y,F,2. Some College,163500,1_Unk,Y,F,Married,Y,Sales/Service,2Med,Owner,West,1,F
N,F,2. Some College,293319,1_Unk,Y,C,Married,Y,Sales/Service,3High,Owner,West,2,I
N,F,2. Some College,725940,2upto25,Y,B,,N,Sales/Service,1Low,Owner,West,1,E
Y,M,1. HS,632200,3upto35,Y,C,Married,Y,Professional,3High,Owner,Northeast,1,I
N,M,2. Some College,0,1_Unk,N,E,Married,Y,Blue Collar,1Low,,Midwest,8,B
N,F,1. HS,415835,5upto55,Y,C,Married,Y,Sales/Service,3High,Owner,South,2,K
N,M,3. Bach,2035378,6upto65,N,B,Single,N,Professional,1Low,,West,1,L
N,U,4. Grad,273372,1_Unk,N,B,,U,Professional,2Med,Owner,South,2,K
N,M,4. Grad,0,6upto65,Y,B,Married,N,Professional,1Low,Owner,South,1,H
Y,M,3. Bach,297184,5upto55,Y,E,Married,Y,Professional,2Med,Owner,Northeast,3,D
Y,M,4. Grad,153264,6upto65,Y,B,Married,N,Professional,1Low,Owner,Northeast,2,K
Y,M,4. Grad,598871,3upto35,Y,B,,U,Professional,1Low,Owner,West,1,G
Y,M,1. HS,0,4upto45,Y,A,Married,Y,Sales/Service,1Low,Renter,West,3,F
N,M,2. Some College,198870,2upto25,Y,E,,U,Blue Collar,1Low,Owner,West,2,D
Y,M,4. Grad,0,3upto35,Y,E,Married,Y,Professional,1Low,Owner,Midwest,6,D
N,M,2. Some College,422372,7above65,Y,E,Married,N,Sales/Service,3High,Owner,West,1,J
N,M,1. HS,112466,6upto65,Y,E,Single,N,Blue Collar,1Low,Owner,Midwest,1,G
Y,M,4. Grad,0,7above65,Y,J,Married,N,Retired,1Low,Owner,Midwest,5,E
N,F,2. Some College,0,1_Unk,N,C,Married,Y,Sales/Service,1Low,Renter,West,1,E
N,M,3. Bach,0,1_Unk,Y,G,,Y,Blue Collar,1Low,Renter,Midwest,5,C
Y,M,3. Bach,318636,7above65,Y,D,Married,N,Retired,1Low,Owner,South,1,A
Y,M,3. Bach,583531,4upto45,Y,B,Married,U,Professional,1Low,Owner,West,6,G
N,M,2. Some College,238383,2upto25,N,G,Single,N,Blue Collar,1Low,Renter,Northeast,3,E
N,M,1. HS,169168,7above65,Y,I,,N,Retired,1Low,Owner,South,2,D
N,M,1. HS,89212,3upto35,Y,E,Married,Y,Blue Collar,1Low,Owner,West,7,E
N,F,1. HS,28776,6upto65,Y,F,Married,N,Retired,1Low,Owner,South,3,F
N,M,1. HS,150768,4upto45,Y,I,,N,Blue Collar,1Low,Owner,South,5,D
N,F,2. Some College,0,7above65,N,D,,N,Retired,1Low,Owner,Midwest,3,C
N,F,3. Bach,45780,5upto55,N,F,Married,Y,Others,1Low,Owner,Northeast,5,E
Y,M,4. Grad,560914,6upto65,Y,C,Married,U,Professional,3High,Owner,West,3,A
Y,M,4. Grad,934021,5upto55,N,C,Married,Y,Professional,3High,Owner,West,1,J
N,F,3. Bach,0,6upto65,Y,E,,U,Others,1Low,Owner,Midwest,4,G
Y,M,4. Grad,438692,5upto55,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,L
N,F,1. HS,155325,4upto45,Y,E,Married,Y,Sales/Service,1Low,Owner,Northeast,1,D
N,F,2. Some College,401501,4upto45,Y,C,Married,U,Others,1Low,Owner,South,1,G
Y,F,,511667,7above65,Y,H,,Y,Sales/Service,1Low,Owner,West,1,B
N,M,1. HS,0,6upto65,N,B,Single,N,Professional,1Low,Owner,West,1,A
Y,F,3. Bach,393871,5upto55,Y,B,Married,Y,Professional,1Low,Owner,West,3,G
Y,M,4. Grad,202502,5upto55,N,C,Married,Y,Professional,2Med,Owner,South,1,F
N,M,1. HS,0,5upto55,Y,I,Married,N,Others,1Low,Owner,Midwest,2,F
Y,F,2. Some College,215540,5upto55,Y,E,,Y,Blue Collar,1Low,Owner,South,3,G
Y,M,2. Some College,80605,6upto65,Y,I,Married,N,Sales/Service,1Low,Owner,Midwest,1,D
N,M,3. Bach,902781,6upto65,Y,B,Married,N,Professional,2Med,Owner,West,1,H
Y,M,3. Bach,340625,7above65,Y,B,Married,N,Retired,1Low,Owner,South,1,H
N,F,3. Bach,252054,7above65,N,I,,Y,Retired,1Low,Owner,Midwest,3,D
Y,F,4. Grad,517488,5upto55,Y,C,Married,Y,Professional,3High,Owner,South,1,J
N,F,0. lessHS,0,1_Unk,N,F,Married,Y,Sales/Service,1Low,,South,9,F
Y,F,3. Bach,707083,5upto55,Y,C,,N,Sales/Service,1Low,Owner,South,4,I
Y,F,2. Some College,350544,4upto45,Y,H,Married,N,Professional,1Low,Owner,South,1,E
Y,M,4. Grad,93522,5upto55,Y,E,Married,Y,Blue Collar,1Low,Owner,Midwest,2,F
Y,M,2. Some College,186259,2upto25,N,C,,Y,Sales/Service,1Low,Renter,South,3,E
N,F,1. HS,101303,1_Unk,Y,E,,Y,Blue Collar,1Low,Renter,Midwest,8,C
N,F,4. Grad,169263,1_Unk,Y,E,,U,Sales/Service,1Low,Owner,South,2,E
Y,M,4. Grad,408662,5upto55,Y,B,Married,U,Sales/Service,1Low,Owner,South,3,J
